Date,Open,High,Low,Close,Adj Close,Volume
2019-09-09,3.940000,3.970000,3.910000,3.940000,3.419178,22534400
2019-09-10,4.030000,4.100000,4.010000,4.090000,3.549350,17681800
2019-09-11,4.030000,4.050000,3.990000,4.040000,3.505959,8912900
2019-09-12,4.030000,4.120000,4.010000,4.100000,3.558028,16125600
2019-09-13,4.170000,4.190000,4.140000,4.160000,3.610096,12041500
2019-09-16,4.100000,4.120000,4.090000,4.100000,3.558028,8759500
2019-09-17,4.010000,4.030000,4.000000,4.000000,3.471247,10094200
2019-09-18,3.970000,3.990000,3.950000,3.990000,3.462569,11843000
2019-09-19,4.060000,4.070000,4.010000,4.020000,3.488603,20687300
2019-09-20,4.070000,4.100000,4.040000,4.040000,3.505959,16988200
2019-09-23,3.980000,3.990000,3.940000,3.980000,3.453890,9934300
2019-09-24,3.980000,3.990000,3.900000,3.910000,3.393144,9738800
2019-09-25,3.890000,3.970000,3.870000,3.950000,3.427856,11789100
2019-09-26,3.920000,3.950000,3.910000,3.930000,3.410500,6901300
2019-09-27,3.970000,4.000000,3.960000,3.990000,3.462569,7109900
2019-09-30,4.010000,4.030000,3.990000,4.020000,3.488603,11106800
2019-10-01,4.020000,4.030000,3.940000,3.940000,3.419178,8133900
2019-10-02,3.890000,3.900000,3.800000,3.820000,3.315040,11499200
2019-10-03,3.830000,3.850000,3.770000,3.840000,3.332397,13115200
2019-10-04,3.800000,3.850000,3.780000,3.840000,3.332397,7140600
2019-10-07,3.830000,3.880000,3.820000,3.860000,3.349753,7768400
2019-10-08,3.800000,3.830000,3.770000,3.810000,3.306362,9121600
2019-10-09,3.840000,3.880000,3.820000,3.850000,3.341075,5228700
2019-10-10,3.900000,3.960000,3.900000,3.950000,3.427856,7271300
2019-10-11,4.090000,4.150000,4.080000,4.100000,3.558028,12900200
2019-10-14,4.050000,4.100000,4.050000,4.070000,3.531994,4744400
2019-10-15,4.110000,4.280000,4.100000,4.250000,3.688200,13227000
2019-10-16,4.280000,4.310000,4.260000,4.260000,3.696878,9125700
2019-10-17,4.300000,4.310000,4.210000,4.240000,3.679521,5494200
2019-10-18,4.260000,4.300000,4.240000,4.300000,3.731590,8232700
2019-10-21,4.370000,4.390000,4.350000,4.350000,3.774981,6697200
2019-10-22,4.340000,4.410000,4.320000,4.360000,3.783659,10266100
2019-10-23,4.380000,4.400000,4.360000,4.400000,3.818371,6683100
2019-10-24,4.400000,4.420000,4.310000,4.350000,3.774981,9486000
2019-10-25,4.360000,4.380000,4.340000,4.370000,3.792337,5930700
2019-10-28,4.380000,4.390000,4.340000,4.370000,3.792337,6053400
2019-10-29,4.350000,4.370000,4.330000,4.340000,3.766303,7384500
2019-10-30,4.070000,4.110000,4.040000,4.090000,3.640789,22278000
2019-10-31,3.980000,3.990000,3.910000,3.960000,3.525067,12041200
2019-11-01,3.990000,4.030000,3.970000,4.010000,3.569576,9929500
2019-11-04,4.110000,4.120000,4.090000,4.120000,3.667494,5802900
2019-11-05,4.160000,4.180000,4.130000,4.160000,3.703101,6851800
2019-11-06,4.140000,4.150000,4.100000,4.110000,3.658593,7377200
2019-11-07,4.190000,4.220000,4.170000,4.180000,3.720904,6782700
2019-11-08,4.130000,4.140000,4.080000,4.120000,3.667494,7803900
2019-11-11,4.070000,4.130000,4.060000,4.120000,3.667494,8359300
2019-11-12,4.060000,4.070000,4.020000,4.040000,3.596280,6821500
2019-11-13,3.890000,3.920000,3.870000,3.900000,3.471657,10823600
2019-11-14,3.910000,3.910000,3.860000,3.900000,3.471657,7072900
2019-11-15,3.920000,3.930000,3.900000,3.920000,3.489460,6240300
2019-11-18,3.880000,3.890000,3.860000,3.880000,3.453854,7078700
2019-11-19,3.930000,3.930000,3.880000,3.900000,3.471657,6134900
2019-11-20,3.860000,3.890000,3.850000,3.870000,3.444952,6051000
2019-11-21,3.900000,3.920000,3.870000,3.900000,3.471657,8292100
2019-11-22,3.950000,3.980000,3.940000,3.940000,3.507264,6172700
2019-11-25,3.970000,3.990000,3.960000,3.990000,3.551772,4036100
2019-11-26,3.930000,3.930000,3.890000,3.920000,3.489460,8131000
2019-11-27,3.940000,3.950000,3.920000,3.930000,3.498362,5014000
2019-11-29,3.870000,3.880000,3.860000,3.870000,3.444952,4441100
2019-12-02,3.840000,3.860000,3.800000,3.800000,3.382640,11954800
2019-12-03,3.790000,3.810000,3.770000,3.800000,3.382640,8718400
2019-12-04,3.880000,3.910000,3.860000,3.900000,3.471657,6725200
2019-12-05,3.910000,3.930000,3.860000,3.890000,3.462755,5688400
2019-12-06,3.930000,3.940000,3.900000,3.910000,3.480559,5095400
2019-12-09,3.940000,3.960000,3.910000,3.930000,3.498362,6006400
2019-12-10,3.920000,3.940000,3.870000,3.880000,3.453854,12527700
2019-12-11,3.910000,3.920000,3.890000,3.890000,3.462755,5270300
2019-12-12,3.990000,4.070000,3.970000,4.050000,3.605182,11625500
2019-12-13,4.130000,4.190000,4.080000,4.090000,3.640789,8932300
2019-12-16,4.180000,4.200000,4.150000,4.150000,3.694199,6592200
2019-12-17,4.170000,4.180000,4.140000,4.160000,3.703101,6794800
2019-12-18,4.170000,4.190000,4.150000,4.160000,3.703101,10710600
2019-12-19,4.170000,4.180000,4.140000,4.140000,3.685297,5070000
2019-12-20,4.150000,4.180000,4.140000,4.150000,3.694199,6482500
2019-12-23,4.140000,4.160000,4.120000,4.140000,3.685297,6726200
2019-12-24,4.130000,4.130000,4.110000,4.120000,3.667494,1821600
2019-12-26,4.140000,4.160000,4.120000,4.120000,3.667494,5220300
2019-12-27,4.130000,4.160000,4.130000,4.130000,3.676396,5083200
2019-12-30,4.150000,4.160000,4.130000,4.130000,3.676396,6090200
2019-12-31,4.110000,4.150000,4.110000,4.140000,3.685297,4380400
2020-01-02,4.280000,4.320000,4.240000,4.320000,3.845528,8285800
2020-01-03,4.180000,4.220000,4.180000,4.190000,3.729806,6606900
2020-01-06,4.160000,4.210000,4.150000,4.210000,3.747609,5867500
2020-01-07,4.160000,4.170000,4.130000,4.130000,3.676396,7084600
2020-01-08,4.130000,4.160000,4.120000,4.120000,3.667494,7896500
2020-01-09,4.170000,4.170000,4.130000,4.150000,3.694199,7702400
2020-01-10,4.130000,4.130000,4.080000,4.090000,3.640789,7573400
2020-01-13,4.060000,4.100000,4.030000,4.100000,3.649690,6670700
2020-01-14,3.990000,4.010000,3.980000,3.980000,3.542870,9973100
2020-01-15,3.960000,3.970000,3.930000,3.940000,3.507264,11049000
2020-01-16,4.010000,4.040000,4.000000,4.030000,3.587379,8555700
2020-01-17,4.080000,4.080000,4.040000,4.080000,3.631887,6442700
2020-01-21,4.000000,4.020000,3.970000,3.970000,3.533968,7871700
2020-01-22,3.930000,3.970000,3.910000,3.960000,3.525067,9561500
2020-01-23,3.960000,3.970000,3.910000,3.960000,3.525067,10291700
2020-01-24,3.940000,3.940000,3.850000,3.880000,3.453854,11085200
2020-01-27,3.810000,3.850000,3.790000,3.810000,3.391542,7727500
2020-01-28,3.850000,3.900000,3.840000,3.880000,3.453854,9326500
2020-01-29,4.060000,4.080000,4.030000,4.050000,3.605182,12985000
2020-01-30,4.000000,4.080000,3.990000,4.080000,3.631887,12810700
2020-01-31,3.930000,3.950000,3.900000,3.920000,3.489460,12883800
2020-02-03,3.900000,3.940000,3.890000,3.910000,3.480559,7640000
2020-02-04,4.020000,4.040000,4.010000,4.010000,3.569576,6576400
2020-02-05,4.130000,4.140000,4.110000,4.140000,3.685297,9067800
2020-02-06,4.200000,4.200000,4.150000,4.180000,3.720904,10217800
2020-02-07,4.170000,4.190000,4.150000,4.170000,3.712002,7485700
2020-02-10,4.140000,4.160000,4.120000,4.150000,3.694199,5633100
2020-02-11,4.170000,4.190000,4.150000,4.170000,3.712002,6534000
2020-02-12,4.240000,4.260000,4.230000,4.250000,3.783216,8628800
2020-02-13,4.220000,4.240000,4.200000,4.230000,3.765413,8197800
2020-02-14,4.220000,4.230000,4.170000,4.180000,3.720904,6296100
2020-02-18,4.180000,4.200000,4.150000,4.160000,3.703101,8549000
2020-02-19,4.190000,4.200000,4.160000,4.170000,3.712002,4967600
2020-02-20,4.160000,4.170000,4.100000,4.140000,3.685297,6714900
2020-02-21,4.040000,4.070000,4.020000,4.040000,3.596280,8593800
2020-02-24,3.860000,3.890000,3.840000,3.870000,3.444952,10308500
2020-02-25,3.840000,3.840000,3.700000,3.730000,3.320328,19060900
2020-02-26,3.810000,3.850000,3.760000,3.760000,3.347033,16027800
2020-02-27,3.680000,3.780000,3.650000,3.650000,3.249115,20715300
2020-02-28,3.600000,3.680000,3.550000,3.660000,3.258017,21864700
2020-03-02,3.580000,3.670000,3.520000,3.660000,3.258017,21305300
2020-03-03,3.700000,3.730000,3.510000,3.530000,3.142294,23705700
2020-03-04,3.620000,3.700000,3.560000,3.690000,3.284722,14461400
2020-03-05,3.460000,3.480000,3.390000,3.400000,3.026573,19737700
2020-03-06,3.390000,3.450000,3.340000,3.400000,3.026573,19321400
2020-03-09,3.000000,3.120000,2.940000,2.970000,2.643800,13181900
2020-03-10,3.130000,3.140000,2.950000,3.120000,2.777326,16416800
2020-03-11,3.060000,3.090000,2.940000,2.970000,2.643800,22938300
2020-03-12,2.720000,2.720000,2.490000,2.520000,2.243224,23908500
2020-03-13,2.700000,2.720000,2.420000,2.710000,2.412356,16711600
2020-03-16,2.110000,2.320000,2.110000,2.200000,1.958371,17817100
2020-03-17,2.210000,2.420000,2.160000,2.420000,2.154208,12795500
2020-03-18,2.230000,2.260000,2.040000,2.160000,1.922764,11017700
2020-03-19,2.160000,2.220000,2.140000,2.180000,1.940567,8780500
2020-03-20,2.230000,2.260000,2.150000,2.190000,1.949469,15675800
2020-03-23,2.290000,2.320000,2.200000,2.260000,2.011781,10841100
2020-03-24,2.450000,2.520000,2.380000,2.480000,2.207618,9094800
2020-03-25,2.540000,2.720000,2.470000,2.620000,2.332241,13225500
2020-03-26,2.640000,2.710000,2.610000,2.650000,2.358947,13087300
2020-03-27,2.500000,2.560000,2.450000,2.460000,2.189814,9744500
2020-03-30,2.350000,2.480000,2.330000,2.460000,2.189814,8618700
2020-03-31,2.400000,2.420000,2.330000,2.350000,2.091896,8163800
2020-04-01,2.300000,2.310000,2.250000,2.250000,2.002879,3798200
2020-04-02,2.270000,2.360000,2.250000,2.290000,2.038486,4790500
2020-04-03,2.250000,2.250000,2.200000,2.230000,1.985075,5057600
2020-04-06,2.350000,2.400000,2.340000,2.390000,2.127502,6462200
2020-04-07,2.500000,2.500000,2.340000,2.390000,2.127502,8905700
2020-04-08,2.380000,2.420000,2.350000,2.420000,2.154208,4725100
2020-04-09,2.410000,2.420000,2.330000,2.330000,2.074092,14561200
2020-04-13,2.370000,2.370000,2.290000,2.340000,2.082994,4750400
2020-04-14,2.350000,2.370000,2.280000,2.310000,2.056289,10076400
2020-04-15,2.200000,2.220000,2.150000,2.170000,1.931666,7381500
2020-04-16,2.160000,2.160000,2.100000,2.110000,1.878255,6599800
2020-04-17,2.160000,2.160000,2.110000,2.140000,1.904961,7535700
2020-04-20,2.060000,2.130000,2.050000,2.070000,1.842649,8396900
2020-04-21,2.040000,2.060000,2.010000,2.020000,1.798140,12755700
2020-04-22,2.080000,2.090000,2.050000,2.050000,1.824845,4357400
2020-04-23,2.090000,2.160000,2.060000,2.080000,1.851550,5105500
2020-04-24,2.080000,2.090000,2.030000,2.050000,1.824845,4644000
2020-04-27,2.070000,2.110000,2.050000,2.110000,1.878255,5570800
2020-04-28,2.240000,2.250000,2.160000,2.180000,1.940567,8678700
2020-04-29,2.310000,2.340000,2.270000,2.330000,2.074092,8210100
2020-04-30,2.200000,2.210000,2.150000,2.170000,1.931666,6238500
2020-05-01,2.170000,2.170000,2.120000,2.150000,1.913862,4034100
2020-05-04,2.130000,2.160000,2.100000,2.120000,1.887157,4225400
2020-05-05,2.100000,2.130000,2.090000,2.090000,1.860452,4951700
2020-05-06,2.100000,2.100000,2.040000,2.050000,1.824845,4758200
2020-05-07,2.070000,2.090000,2.050000,2.070000,1.842649,5440500
2020-05-08,2.140000,2.140000,2.110000,2.130000,1.896059,3831800
2020-05-11,2.080000,2.080000,2.050000,2.060000,1.833747,6816900
2020-05-12,2.090000,2.100000,2.020000,2.020000,1.798140,6759900
2020-05-13,2.020000,2.030000,1.970000,1.970000,1.753632,7114200
2020-05-14,1.900000,2.010000,1.900000,1.990000,1.771435,10177000
2020-05-15,1.950000,1.970000,1.930000,1.970000,1.753632,6612000
2020-05-18,2.010000,2.130000,1.990000,2.120000,1.887157,7943100
2020-05-19,1.980000,1.990000,1.940000,1.950000,1.735828,20611900
2020-05-20,1.980000,2.040000,1.970000,2.020000,1.798140,10723300
2020-05-21,2.030000,2.070000,2.000000,2.020000,1.798140,7947800
2020-05-22,2.070000,2.080000,2.020000,2.080000,1.851550,16970400
2020-05-26,2.200000,2.260000,2.180000,2.230000,1.985075,18666900
2020-05-27,2.350000,2.390000,2.310000,2.380000,2.118601,31507300
2020-05-28,2.380000,2.390000,2.350000,2.350000,2.091896,17559500
2020-05-29,2.290000,2.310000,2.250000,2.270000,2.020683,10386900
2020-06-01,2.290000,2.330000,2.280000,2.330000,2.074092,6204300
2020-06-02,2.420000,2.460000,2.400000,2.410000,2.145306,10037800
2020-06-03,2.480000,2.550000,2.470000,2.540000,2.261028,16205000
2020-06-04,2.550000,2.630000,2.530000,2.610000,2.323339,20935100
2020-06-05,2.870000,2.880000,2.800000,2.810000,2.501373,16283200
2020-06-08,2.930000,2.950000,2.820000,2.900000,2.581489,12027300
2020-06-09,2.830000,2.860000,2.800000,2.840000,2.528078,9087200
2020-06-10,2.840000,2.840000,2.710000,2.720000,2.421258,12868500
2020-06-11,2.540000,2.570000,2.430000,2.460000,2.189814,16415500
2020-06-12,2.530000,2.550000,2.460000,2.510000,2.234323,9950800
2020-06-15,2.370000,2.460000,2.360000,2.440000,2.172011,11567100
2020-06-16,2.570000,2.600000,2.460000,2.510000,2.234323,13775400
2020-06-17,2.530000,2.530000,2.460000,2.470000,2.198716,9695200
2020-06-18,2.400000,2.460000,2.390000,2.410000,2.145306,6438900
2020-06-19,2.450000,2.460000,2.340000,2.370000,2.109699,9668700
2020-06-22,2.370000,2.400000,2.350000,2.380000,2.118601,5639600
2020-06-23,2.510000,2.530000,2.470000,2.490000,2.216520,7471400
2020-06-24,2.430000,2.440000,2.380000,2.390000,2.127502,6505700
2020-06-25,2.390000,2.480000,2.380000,2.480000,2.207618,6697500
2020-06-26,2.410000,2.420000,2.350000,2.360000,2.100797,5564500
2020-06-29,2.430000,2.480000,2.400000,2.450000,2.180912,7603700
2020-06-30,2.370000,2.430000,2.360000,2.410000,2.145306,5968200
2020-07-01,2.400000,2.440000,2.380000,2.390000,2.127502,6209200
2020-07-02,2.560000,2.590000,2.500000,2.500000,2.225421,7972900
2020-07-06,2.610000,2.640000,2.580000,2.610000,2.323339,5791400
2020-07-07,2.550000,2.560000,2.500000,2.510000,2.234323,4648800
2020-07-08,2.480000,2.520000,2.460000,2.490000,2.216520,3705000
2020-07-09,2.490000,2.500000,2.420000,2.420000,2.154208,5276500
2020-07-10,2.430000,2.510000,2.420000,2.510000,2.234323,5383500
2020-07-13,2.530000,2.550000,2.470000,2.480000,2.207618,5893600
2020-07-14,2.460000,2.510000,2.450000,2.510000,2.234323,5390700
2020-07-15,2.570000,2.590000,2.540000,2.560000,2.278831,7845800
2020-07-16,2.530000,2.560000,2.510000,2.510000,2.234323,6796000
2020-07-17,2.500000,2.510000,2.470000,2.490000,2.216520,5332000
2020-07-20,2.470000,2.510000,2.460000,2.510000,2.234323,17725200
2020-07-21,2.500000,2.540000,2.460000,2.470000,2.198716,18653300
2020-07-22,2.440000,2.470000,2.420000,2.450000,2.180912,20091100
2020-07-23,2.420000,2.430000,2.400000,2.400000,2.136404,5384400
2020-07-24,2.420000,2.460000,2.400000,2.400000,2.136404,5520200
2020-07-27,2.360000,2.410000,2.360000,2.400000,2.136404,22854000
2020-07-28,2.410000,2.440000,2.390000,2.420000,2.154208,5041600
2020-07-29,2.300000,2.380000,2.280000,2.380000,2.118601,8086000
2020-07-30,2.210000,2.250000,2.180000,2.250000,2.002879,16017600
2020-07-31,2.180000,2.180000,2.100000,2.110000,1.878255,14647300
2020-08-03,2.130000,2.170000,2.110000,2.170000,1.931666,9665200
2020-08-04,2.190000,2.260000,2.180000,2.250000,2.002879,8163500
2020-08-05,2.220000,2.230000,2.200000,2.210000,1.967272,6511100
2020-08-06,2.170000,2.220000,2.170000,2.220000,1.976174,8259300
2020-08-07,2.120000,2.190000,2.110000,2.190000,1.949469,8750700
2020-08-10,2.190000,2.230000,2.190000,2.230000,1.985075,6082100
2020-08-11,2.330000,2.360000,2.300000,2.320000,2.065191,9711100
2020-08-12,2.390000,2.400000,2.300000,2.310000,2.056289,8221300
2020-08-13,2.300000,2.320000,2.260000,2.270000,2.020683,4327400
2020-08-14,2.220000,2.270000,2.220000,2.240000,1.993977,4868800
2020-08-17,2.250000,2.250000,2.210000,2.210000,1.967272,3424400
2020-08-18,2.250000,2.250000,2.190000,2.210000,1.967272,5158700
2020-08-19,2.230000,2.290000,2.230000,2.240000,1.993977,7591500
2020-08-20,2.180000,2.200000,2.170000,2.190000,1.949469,6548600
2020-08-21,2.120000,2.150000,2.110000,2.150000,1.913862,7634200
2020-08-24,2.180000,2.230000,2.160000,2.220000,1.976174,14071900
2020-08-25,2.280000,2.280000,2.210000,2.230000,1.985075,5330000
2020-08-26,2.240000,2.260000,2.230000,2.240000,1.993977,4359300
2020-08-27,2.220000,2.250000,2.210000,2.230000,1.985075,7176500
2020-08-28,2.300000,2.330000,2.280000,2.320000,2.065191,6151000
2020-08-31,2.270000,2.280000,2.210000,2.230000,1.985075,11180300
2020-09-01,2.200000,2.240000,2.180000,2.200000,1.958371,18361100
2020-09-02,2.170000,2.180000,2.150000,2.180000,1.940567,4726600
2020-09-03,2.210000,2.260000,2.160000,2.160000,1.922764,7250900
2020-09-04,2.260000,2.280000,2.200000,2.270000,2.020683,8398900
2020-09-08,2.210000,2.210000,2.170000,2.180000,1.940567,6483200
2020-09-09,2.190000,2.230000,2.170000,2.210000,1.967272,5955000
2020-09-10,2.200000,2.230000,2.130000,2.130000,1.896059,8661100
2020-09-11,2.140000,2.160000,2.120000,2.120000,1.887157,10697000
2020-09-14,2.140000,2.160000,2.130000,2.150000,1.913862,5586400
2020-09-15,2.140000,2.150000,2.110000,2.120000,1.887157,8212000
2020-09-16,2.080000,2.140000,2.060000,2.120000,1.887157,7601000
2020-09-17,2.080000,2.110000,2.070000,2.090000,1.860452,6499800
2020-09-18,2.030000,2.040000,1.990000,2.020000,1.798140,15293800
2020-09-21,1.920000,1.940000,1.870000,1.920000,1.709123,24374300
2020-09-22,1.900000,1.900000,1.820000,1.860000,1.655713,18104200
2020-09-23,1.870000,1.880000,1.790000,1.790000,1.593401,16868200
2020-09-24,1.800000,1.850000,1.780000,1.820000,1.620107,13736200
2020-09-25,1.810000,1.840000,1.800000,1.830000,1.629008,7174000
2020-09-28,1.890000,1.940000,1.880000,1.910000,1.700222,8790200
2020-09-29,1.890000,1.900000,1.840000,1.840000,1.637910,8872200
2020-09-30,1.870000,1.900000,1.850000,1.850000,1.646812,6831900
2020-10-01,1.860000,1.880000,1.830000,1.850000,1.646812,11929800
2020-10-02,1.810000,1.880000,1.810000,1.870000,1.664615,6776100
2020-10-05,1.880000,1.920000,1.880000,1.900000,1.691320,7027500
2020-10-06,2.030000,2.040000,1.960000,1.960000,1.744730,11722900
2020-10-07,1.990000,2.010000,1.980000,1.980000,1.762534,4722800
2020-10-08,2.020000,2.030000,2.000000,2.020000,1.798140,4362100
2020-10-09,2.040000,2.040000,1.990000,1.990000,1.771435,7477800
2020-10-12,1.980000,1.980000,1.960000,1.970000,1.753632,3697100
2020-10-13,1.950000,1.960000,1.880000,1.890000,1.682418,6756300
2020-10-14,1.910000,1.930000,1.880000,1.890000,1.682418,3926800
2020-10-15,1.850000,1.890000,1.840000,1.880000,1.673517,5810500
2020-10-16,1.900000,1.950000,1.890000,1.920000,1.709123,6837000
2020-10-19,1.930000,1.970000,1.910000,1.920000,1.709123,4621400
2020-10-20,2.010000,2.050000,1.990000,2.000000,1.780337,10402100
2020-10-21,2.010000,2.030000,1.980000,1.990000,1.771435,5325700
2020-10-22,1.980000,2.020000,1.970000,2.020000,1.798140,8345000
2020-10-23,2.070000,2.090000,2.040000,2.080000,1.851550,7998900
2020-10-26,2.050000,2.070000,2.020000,2.060000,1.833747,7717500
2020-10-27,2.070000,2.100000,2.000000,2.000000,1.780337,8998700
2020-10-28,1.950000,1.980000,1.910000,1.910000,1.700222,8230400
2020-10-29,1.930000,1.990000,1.910000,1.960000,1.744730,8128400
2020-10-30,1.990000,2.020000,1.980000,2.010000,1.789239,6883800
2020-11-02,2.060000,2.100000,2.030000,2.090000,1.860452,9431600
2020-11-03,2.130000,2.180000,2.120000,2.170000,1.931666,9008500
2020-11-04,2.090000,2.110000,2.050000,2.060000,1.833747,6331900
2020-11-05,2.150000,2.180000,2.130000,2.160000,1.922764,7324000
2020-11-06,2.150000,2.160000,2.120000,2.140000,1.904961,5961500
2020-11-09,2.540000,2.550000,2.430000,2.500000,2.225421,28525700
2020-11-10,2.670000,2.720000,2.640000,2.690000,2.394553,28740100
2020-11-11,2.680000,2.750000,2.650000,2.710000,2.412356,25458000
2020-11-12,2.570000,2.590000,2.530000,2.550000,2.269929,17895000
2020-11-13,2.640000,2.680000,2.640000,2.670000,2.376750,11654000
2020-11-16,2.790000,2.790000,2.710000,2.750000,2.447963,12411800
2020-11-17,2.700000,2.790000,2.700000,2.770000,2.465767,9066900
2020-11-18,2.740000,2.780000,2.720000,2.720000,2.421258,6278200
2020-11-19,2.710000,2.780000,2.700000,2.770000,2.465767,6012700
2020-11-20,2.740000,2.750000,2.710000,2.740000,2.439061,7818900
2020-11-23,2.770000,2.780000,2.740000,2.750000,2.447963,10542100
2020-11-24,2.850000,2.940000,2.840000,2.930000,2.608194,10277400
2020-11-25,2.880000,2.910000,2.850000,2.910000,2.590390,4949200
2020-11-27,2.900000,2.930000,2.900000,2.910000,2.590390,4653700
2020-11-30,2.910000,2.920000,2.820000,2.820000,2.510275,9031600
2020-12-01,2.980000,3.070000,2.970000,3.060000,2.723915,16354500
2020-12-02,3.110000,3.220000,3.100000,3.200000,2.848539,15129000
2020-12-03,3.230000,3.280000,3.200000,3.210000,2.857440,9393700
2020-12-04,3.310000,3.420000,3.310000,3.400000,3.026573,19773600
2020-12-07,3.300000,3.310000,3.250000,3.270000,2.910851,8929400
2020-12-08,3.300000,3.340000,3.290000,3.310000,2.946458,7112000
2020-12-09,3.290000,3.310000,3.240000,3.290000,2.928654,7356000
2020-12-10,3.130000,3.210000,3.120000,3.180000,2.830735,8586100
2020-12-11,3.100000,3.130000,3.070000,3.090000,2.750620,13287400
2020-12-14,3.190000,3.210000,3.120000,3.130000,2.786227,6165300
2020-12-15,3.200000,3.280000,3.200000,3.200000,2.848539,13909500
